








,Timestamp: 2026-01-31 14:13:14
,control_id,control_title,control_description,key_control,hierarchy_level,parent_control_id,preventative_detective,manual_automated,execution_frequency,four_eyes_check,evidence_description,evidence_available_from,performance_measures_required,performance_measures_available_from,control_status,valid_from,valid_until,reason_for_deactivation,status_updates,last_modified_on,group_id,group_name,division_id,division_name,unit_id,unit_name,area_id,area_name,sector_id,sector_name,segment_id,segment_name,function_id,function_name,l0_location_id,l0_location_name,region_id,region_name,sub_region_id,sub_region_name,country_id,country_name,company_id,company_short_name,control_owner,control_owner_gpn,control_instance_owner_role,control_administrator,control_administrator_gpn,control_delegate,control_delegate_gpn,control_assessor,control_assessor_gpn,is_assessor_control_owner,sox_relevant,ccar_relevant,bcbs239_relevant,ey_reliant,sox_rationale,local_functional_information,kpci_governance_forum,financial_statement_line_item,it_application_system_supporting,additional_information_on_deactivation,control_created_by,control_created_by_gpn,control_created_on,last_control_modification_requested_by,last_control_modification_requested_by_gpn,last_modification_on,control_status_date_change,category_flags,sox_assertions,risk_themes,risk_theme_taxonomy_numbers,risk_theme_numbers,related_function_ids,related_function_names,related_functions_comments,related_location_ids,related_location_names,related_locations_comments
,CTRL-2867302554,Disaster Recovery Testing Control - Group Functions,This control ensures disaster recovery testing - group functions capabilities are maintained and tested.,True,Level 2,CTRL-8429141456,Preventative,Manual,Quarterly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for disaster recovery testing control - group functions.",2020-05-24,False,nan,Active,2020-05-24,nan,nan,Last reviewed on 2025-11-03. Control operating effectively.,2025-11-03 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Barbara Harris,95283260,Business Manager,Emma Jackson,59991642,nan,nan,nan,nan,False,False,False,False,False,nan,nan,Technology Committee,Trading Assets,nan,nan,Andrew Li,56204319,2020-05-14,nan,22132198,2025-11-03,nan,"Key Control, CCAR Control, BCBS239 Control, IT General Control",nan,Business Continuity,6,6.1,N20113,Investment Advisory,Control applies to multiple functions within Group Functions.,"3100, 1000, 4100","UBS Securities LLC, UBS AG Zurich, UBS AG Hong Kong Branch",Control deployed across Asia Pacific region.
,CTRL-2948728483,Change Management Approval Control - Group Functions,This control ensures that change management approval - group functions processes are executed according to established procedures.,True,Level 2,CTRL-4460967357,1st Line Detective,IT Dependent Manual,Semi-Annually,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for change management approval control - group functions.",2023-06-11,False,nan,Active,2023-06-11,nan,nan,Last reviewed on 2023-01-18. Control operating effectively.,2023-01-18 00:00:00,N00000,All Functions,N40000,Group Functions,N40300,Group Compliance,N40310,Regulatory Compliance,N40311,Financial Crime,N40312,AML Operations,N40313,Transaction Monitoring,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,Benjamin Smith,78654208,Senior Analyst,Karen Weber,50060760,nan,nan,nan,nan,False,True,True,False,True,Control is SOX relevant due to impact on financial reporting for Group Functions.,nan,Operating Committee,Derivatives,Internal System,nan,Robert Schmidt,45050544,2023-05-16,Jennifer Taylor,nan,2023-01-18,2023-01-18,Automated Control,"Accuracy, Classification, Completeness, Existence","Technology Production Stability, Regulatory Change, Third Party Management","1, 5, 2","1.1, 5.3, 2.1","N40213, N20213, N40313","DevOps, Trust Services, Transaction Monitoring",Control applies to multiple functions within Group Functions.,"4200, 3100","UBS AG Singapore Branch, UBS Securities LLC",Control deployed across Europe Middle East Africa region.
,CTRL-4919706735,Production Release Validation Control - Investment Bank,This control ensures that production release validation - investment bank is performed according to established procedures.,True,Level 2,CTRL-8429141456,1st Line Detective,Manual,Monthly,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for production release validation control - investment bank.",2023-08-26,False,2023-09-25,Active,2023-08-26,nan,nan,Last reviewed on 2025-09-01. Control operating effectively.,2025-09-01 00:00:00,N00000,All Functions,N10000,Investment Bank,N10007,Global Markets,N10100,Equities,N10110,Cash Equities,N10111,Execution Services,N10112,Electronic Trading,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3100,UBS Securities LLC,Isabella Moore,57685330,Team Lead,Jennifer Martin,54468633,Maria Mueller,88593968,David King,25808361,False,True,True,True,True,Control is SOX relevant due to impact on financial reporting for Investment Bank.,nan,Compliance Committee,Revenue,Bloomberg,nan,Alexander Davis,61226775,2023-07-31,Christopher Brown,30237141,2025-09-01,nan,"Financial Reporting Control, IT General Control","Valuation, Classification, Accuracy, Completeness","Transaction Processing, Financial Crime Prevention","8, 3","8.2, 3.1",N40213,DevOps,Control applies to multiple functions within Investment Bank.,"1000, 4300","UBS AG Zurich, UBS Securities Japan Co Ltd",Control deployed across Americas region.
,CTRL-3615507143,AML Alert Investigation Control - Investment Bank,This control ensures that aml alert investigation - investment bank is performed according to established procedures.,True,Level 2,CTRL-8934927891,Preventative,Manual,Event Triggered,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for aml alert investigation control - investment bank.",2023-04-20,False,2023-05-20,Active,2023-04-20,nan,nan,Last reviewed on 2023-11-21. Control operating effectively.,2023-11-21 00:00:00,N00000,All Functions,N10000,Investment Bank,N10007,Global Markets,N10100,Equities,N10110,Cash Equities,N10111,Execution Services,N10112,Electronic Trading,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,Robert Taylor,12404661,Business Manager,Evelyn Moore,56217844,nan,nan,nan,nan,False,False,False,False,False,nan,nan,Risk Committee,Loans,Reuters,nan,Nancy Fischer,32417070,2023-03-26,nan,nan,2023-11-21,2023-11-21,"Manual Control, Automated Control, Financial Reporting Control, BCBS239 Control",nan,"Anti-Money Laundering, Intragroup Dependencies","3, 2","3.2, 2.3","N14963, N30113, N40213","Deal Execution, Portfolio Management, DevOps",Control applies to multiple functions within Investment Bank.,"3100, 2210","UBS Securities LLC, UBS Europe SE Frankfurt",Control deployed across Europe Middle East Africa region.
,CTRL-5951406973,Suspicious Activity Reporting Control - Group Functions,This control monitors suspicious activity reporting - group functions activities to detect and prevent financial crime.,False,Level 2,CTRL-4026113008,1st Line Detective,IT Dependent Manual,Daily,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for suspicious activity reporting control - group functions.",2021-04-01,True,2021-05-01,Active,2021-04-01,nan,nan,Last reviewed on 2023-02-14. Control operating effectively.,2023-02-14 00:00:00,N00000,All Functions,N40000,Group Functions,N40100,Group Risk Control,N40110,Non-Financial Risk,N40111,Operational Risk,N40112,Risk Assessment,N40113,Control Testing,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,Sophia Davis,65938669,Director,Thomas Davis,83454998,Michael Wright,30552371,Harper Smith,50415166,False,False,False,True,False,nan,nan,Compliance Committee,Derivatives,Reuters,nan,Edward Rodriguez,66213840,2021-03-08,Benjamin Davis,nan,2023-02-14,2023-02-14,"BCBS239 Control, Automated Control, Regulatory Control, IT General Control",nan,Financial Crime Prevention,3,3.1,"N20113, N30113, N40113","Investment Advisory, Portfolio Management, Control Testing",Control applies to multiple functions within Group Functions.,"1000, 2100","UBS AG Zurich, UBS AG London Branch",Control deployed across Europe Middle East Africa region.
,CTRL-4274958945,Regulatory Reporting Accuracy Control - Group Functions,This control ensures regulatory reporting accuracy - group functions requirements are met with proper documentation.,True,Level 2,CTRL-2445662585,2nd Line Detective,Manual,Weekly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for regulatory reporting accuracy control - group functions.",2020-02-18,False,2020-03-19,Active,2020-02-18,nan,nan,Last reviewed on 2023-07-02. Control operating effectively.,2023-07-02 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3100,UBS Securities LLC,Sophia Miller,33448079,Business Manager,David Kumar,51970837,Linda Davis,22750478,Oliver Smith,28574987,False,False,True,False,False,nan,nan,Operating Committee,Loans,Reuters,nan,Sarah Garcia,60012498,2020-01-27,Amelia Davis,nan,2023-07-02,2023-07-02,"IT General Control, Application Control, Automated Control",nan,"Regulatory Change, Conduct Risk, Financial Crime Prevention","5, 4, 3","5.3, 4.1, 3.1","N14963, N10122, N40413","Deal Execution, Options Trading, Capital Calculations",Control applies to multiple functions within Group Functions.,"2100, 4200, 2210","UBS AG London Branch, UBS AG Singapore Branch, UBS Europe SE Frankfurt",Control deployed across Americas region.
,CTRL-9592390865,Production Release Validation Control - Group Functions,This control ensures that production release validation - group functions is performed according to established procedures.,True,Level 2,CTRL-1958682846,Detective,Automated,Intraday,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for production release validation control - group functions.",2022-03-13,False,nan,Active,2022-03-13,nan,nan,Last reviewed on 2025-01-04. Control operating effectively.,2025-01-04 00:00:00,N00000,All Functions,N40000,Group Functions,N40100,Group Risk Control,N40110,Non-Financial Risk,N40111,Operational Risk,N40112,Risk Assessment,N40113,Control Testing,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C392,Japan,4300,UBS Securities Japan Co Ltd,Brian Moore,99904987,Senior Analyst,Jessica Miller,68095862,nan,nan,nan,nan,False,True,False,False,True,Control is SOX relevant due to impact on financial reporting for Group Functions.,nan,Operating Committee,nan,Internal System,nan,Thomas Martinez,84939694,2022-02-16,Margaret Brown,nan,2025-01-04,2025-01-04,"Application Control, CCAR Control, SOX Control, IT General Control","Accuracy, Completeness, Valuation, Classification","Process Execution, Legal Risk, Outsourcing Risk","8, 5, 2","8.1, 5.2, 2.2",N40313,Transaction Monitoring,Control applies to multiple functions within Group Functions.,4200,UBS AG Singapore Branch,Control deployed across Asia Pacific region.
,CTRL-6687206971,Outside Business Activity Review Control - Global Wealth Management,This control ensures that outside business activity review - global wealth management is performed according to established procedures.,False,Level 2,CTRL-7825844140,2nd Line Detective,IT Dependent Manual,Daily,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for outside business activity review control - global wealth management.",2020-07-27,False,2020-08-26,Active,2020-07-27,nan,nan,Last reviewed on 2025-10-17. Control operating effectively.,2025-10-17 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20100,Ultra High Net Worth,N20110,Private Banking,N20111,Client Advisory,N20112,Portfolio Management,N20113,Investment Advisory,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,Joshua Thomas,97858385,Director,Elizabeth Kumar,17284695,nan,nan,nan,nan,False,True,False,False,True,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,Local requirements for Germany operations.,Operating Committee,Deposits,nan,nan,Margaret Wright,98203489,2020-06-29,nan,nan,2025-10-17,nan,"Key Control, Financial Reporting Control","Presentation and Disclosure, Classification, Cutoff","Legal Risk, Operational Resilience","5, 6","5.2, 6.3","N10122, N10112","Options Trading, Electronic Trading",Control applies to multiple functions within Global Wealth Management.,4300,UBS Securities Japan Co Ltd,Control deployed across Europe Middle East Africa region.
,CTRL-1083651970,Privileged Access Management Control - Group Functions,This control ensures that privileged access management - group functions is performed according to established procedures.,True,Level 2,CTRL-4163119785,Detective,IT Dependent Manual,Annually,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for privileged access management control - group functions.",2020-10-04,False,2020-11-03,Active,2020-10-04,nan,nan,Last reviewed on 2025-03-15. Control operating effectively.,2025-03-15 00:00:00,N00000,All Functions,N40000,Group Functions,N40100,Group Risk Control,N40110,Non-Financial Risk,N40111,Operational Risk,N40112,Risk Assessment,N40113,Control Testing,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,Joshua Rodriguez,76951647,Business Manager,Jessica Brown,84252780,Linda Wright,78227286,Amelia Anderson,27231111,False,True,False,False,True,Control is SOX relevant due to impact on financial reporting for Group Functions.,nan,Operating Committee,Deposits,Bloomberg,nan,Christopher Jackson,46721417,2020-09-04,nan,nan,2025-03-15,nan,"CCAR Control, IT General Control","Accuracy, Classification, Cutoff","Talent and Resource Management, Intragroup Dependencies","7, 2","7.1, 2.3","N20113, N40413, N40313","Investment Advisory, Capital Calculations, Transaction Monitoring",Control applies to multiple functions within Group Functions.,"3200, 4100, 1000","UBS Financial Services Inc, UBS AG Hong Kong Branch, UBS AG Zurich",Control deployed across Europe Middle East Africa region.
,CTRL-9285415473,Security Patch Management Control - Investment Bank,This control ensures that security patch management - investment bank is performed according to established procedures.,False,Level 2,CTRL-4026113008,2nd Line Detective,IT Dependent Manual,Semi-Annually,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for security patch management control - investment bank.",2023-12-29,False,nan,Active,2023-12-29,nan,nan,Last reviewed on 2024-12-22. Control operating effectively.,2024-12-22 00:00:00,N00000,All Functions,N10000,Investment Bank,N14952,Investment Banking,N14960,Advisory,N14961,M&A,N14962,Cross Border M&A,N14963,Deal Execution,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SCH,Switzerland,C756,Switzerland,1000,UBS AG Zurich,Henry Weber,43629729,Team Lead,Sophia Weber,37380537,nan,nan,nan,nan,False,False,False,False,False,nan,Local requirements for Switzerland operations.,Risk Committee,Derivatives,nan,nan,Matthew Miller,92692727,2023-12-25,Karen Moore,85332458,2024-12-22,nan,"Key Control, IT General Control, Manual Control",nan,"Physical Security, Transaction Processing, Organizational Culture","6, 8, 7","6.2, 8.2, 7.2","N30113, N40313","Portfolio Management, Transaction Monitoring",Control applies to multiple functions within Investment Bank.,2100,UBS AG London Branch,Control deployed across Europe Middle East Africa region.
,CTRL-2320763135,Gift and Entertainment Approval Control - Global Wealth Management,This control ensures that gift and entertainment approval - global wealth management is performed according to established procedures.,True,Level 2,CTRL-8429141456,1st Line Detective,Automated,Monthly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for gift and entertainment approval control - global wealth management.",2023-05-08,False,2023-06-07,Active,2023-05-08,nan,nan,Last reviewed on 2024-02-07. Control operating effectively.,2024-02-07 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3100,UBS Securities LLC,Henry Mueller,10757677,Senior Analyst,Barbara Martinez,15360735,Charlotte Chen,90111922,nan,nan,False,False,False,False,False,nan,nan,Compliance Committee,nan,Calypso,nan,Susan Li,19781894,2023-04-20,Robert Moore,79874593,2024-02-07,nan,"IT General Control, Manual Control",nan,"Legal Risk, Financial Crime Prevention, Organizational Culture","5, 3, 7","5.2, 3.1, 7.2","N40113, N10122, N30113","Control Testing, Options Trading, Portfolio Management",Control applies to multiple functions within Global Wealth Management.,3100,UBS Securities LLC,Control deployed across Americas region.
,CTRL-1248786714,Blocked Transaction Review Control - Asset Management,This control ensures that blocked transaction review - asset management is performed according to established procedures.,False,Level 2,CTRL-7887950851,Detective,IT Dependent Manual,Quarterly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for blocked transaction review control - asset management.",2023-01-07,True,nan,Active,2023-01-07,nan,nan,Last reviewed on 2023-01-19. Control operating effectively.,2023-01-19 00:00:00,N00000,All Functions,N30000,Asset Management,N30100,Traditional Investments,N30110,Fixed Income,N30111,Credit,N30112,Investment Grade,N30113,Portfolio Management,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Jessica Kumar,79029393,Managing Director,Matthew Lopez,15885670,David Taylor,52991650,Joshua Garcia,22879054,False,False,False,False,False,nan,Local requirements for Hong Kong operations.,Compliance Committee,Deposits,SAP,nan,William Thomas,99970857,2022-12-22,Harper Thompson,37592422,2023-01-19,2023-01-19,"SOX Control, CCAR Control, Key Control, BCBS239 Control",nan,"Sanctions Compliance, Intragroup Dependencies","3, 2","3.3, 2.3","N30113, N10112, N10122","Portfolio Management, Electronic Trading, Options Trading",Control applies to multiple functions within Asset Management.,2100,UBS AG London Branch,Control deployed across Asia Pacific region.
,CTRL-5067116918,Enhanced Due Diligence Control - Global Wealth Management,This control monitors enhanced due diligence - global wealth management activities to detect and prevent financial crime.,False,Level 2,CTRL-9963334018,Preventative,IT Dependent Manual,Daily,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for enhanced due diligence control - global wealth management.",2022-08-02,True,2022-09-01,Active,2022-08-02,nan,nan,Last reviewed on 2025-04-08. Control operating effectively.,2025-04-08 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,Jennifer Garcia,47784631,Director,Thomas Harris,98680762,nan,nan,Emma Wright,30981381,False,False,True,False,False,nan,nan,Technology Committee,Deposits,Calypso,nan,Charlotte Fischer,96965116,2022-07-12,nan,84292758,2025-04-08,2025-04-08,"SOX Control, Key Control",nan,"Financial Crime Prevention, Anti-Money Laundering, Regulatory Compliance","3, 3, 5","3.1, 3.2, 5.1",N40413,Capital Calculations,Control applies to multiple functions within Global Wealth Management.,"4200, 3200, 4300","UBS AG Singapore Branch, UBS Financial Services Inc, UBS Securities Japan Co Ltd",Control deployed across Europe Middle East Africa region.
,CTRL-9957813353,Market Manipulation Detection Control - Global Wealth Management,This control manages market manipulation detection - global wealth management to ensure appropriate employee behavior.,True,Level 2,CTRL-2181241943,Detective,Manual,Monthly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for market manipulation detection control - global wealth management.",2020-10-24,True,nan,Active,2020-10-24,nan,nan,Last reviewed on 2024-01-12. Control operating effectively.,2024-01-12 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3100,UBS Securities LLC,William Mueller,23180503,Team Lead,Nancy Lopez,54406060,John Rodriguez,97976094,Evelyn Miller,48270459,False,True,False,False,True,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,nan,Technology Committee,Derivatives,Reuters,nan,Jennifer Martinez,85907105,2020-10-18,Robert Thompson,nan,2024-01-12,nan,"IT General Control, Regulatory Control","Valuation, Accuracy, Cutoff","Market Conduct, Intragroup Dependencies, Regulatory Compliance","4, 2, 5","4.2, 2.3, 5.1","N40213, N40413","DevOps, Capital Calculations",Control applies to multiple functions within Global Wealth Management.,"4100, 4200","UBS AG Hong Kong Branch, UBS AG Singapore Branch",Control deployed across Americas region.
,CTRL-4289233844,Production Release Validation Control - Group Functions,This control ensures that production release validation - group functions is performed according to established procedures.,False,Level 2,CTRL-9703905715,Detective,Automated,Weekly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for production release validation control - group functions.",2020-07-13,True,2020-08-12,Active,2020-07-13,nan,nan,Last reviewed on 2024-07-28. Control operating effectively.,2024-07-28 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,Oliver Mueller,82943217,Managing Director,Andrew Martinez,59099345,Patricia Moore,89134873,David Rodriguez,72371131,False,True,True,False,False,Control is SOX relevant due to impact on financial reporting for Group Functions.,nan,Risk Committee,nan,Murex,nan,Margaret Wilson,79006257,2020-06-16,nan,nan,2024-07-28,2024-07-28,"Application Control, Financial Reporting Control",Rights and Obligations,Organizational Culture,7,7.2,"N20113, N10122","Investment Advisory, Options Trading",Control applies to multiple functions within Group Functions.,"4100, 2210","UBS AG Hong Kong Branch, UBS Europe SE Frankfurt",Control deployed across Europe Middle East Africa region.
,CTRL-3361388464,Regulatory Reporting Accuracy Control - Global Wealth Management,This control ensures regulatory reporting accuracy - global wealth management requirements are met with proper documentation.,True,Level 2,CTRL-9697354961,1st Line Detective,IT Dependent Manual,Semi-Annually,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for regulatory reporting accuracy control - global wealth management.",2020-04-12,True,nan,Active,2020-04-12,nan,nan,Last reviewed on 2024-10-25. Control operating effectively.,2024-10-25 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20100,Ultra High Net Worth,N20110,Private Banking,N20111,Client Advisory,N20112,Portfolio Management,N20113,Investment Advisory,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Daniel Harris,57365168,Senior Analyst,Susan Wright,91095825,nan,nan,James Rodriguez,69042204,False,True,False,False,False,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,nan,Audit Committee,Trading Assets,Murex,nan,Henry Kumar,90801793,2020-03-22,Mia Moore,nan,2024-10-25,nan,Application Control,"Classification, Completeness, Presentation and Disclosure, Cutoff","Regulatory Change, Legal Risk","5, 5","5.3, 5.2","N40113, N10112, N20113","Control Testing, Electronic Trading, Investment Advisory",Control applies to multiple functions within Global Wealth Management.,1000,UBS AG Zurich,Control deployed across Asia Pacific region.
,CTRL-6633778586,Production Release Validation Control - Group Functions,This control ensures that production release validation - group functions is performed according to established procedures.,False,Level 2,CTRL-5693307665,2nd Line Detective,IT Dependent Manual,Daily,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for production release validation control - group functions.",2020-04-19,True,2020-05-19,Inactive,2020-04-19,2024-09-21,Business process discontinued,Deactivated on 2024-09-21.,2023-10-28 00:00:00,N00000,All Functions,N40000,Group Functions,N40400,Group Finance,N40410,Financial Reporting,N40411,Regulatory Reporting,N40412,Capital Reporting,N40413,Capital Calculations,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SCH,Switzerland,C756,Switzerland,1000,UBS AG Zurich,Daniel Martin,90643207,Team Lead,Nancy Anderson,93646063,Joshua Mueller,32511225,nan,nan,False,True,False,False,True,Control is SOX relevant due to impact on financial reporting for Group Functions.,nan,Technology Committee,Deposits,Reuters,Replaced by CTRL-1295678014,Thomas White,27745355,2020-03-21,nan,nan,2023-10-28,2023-10-28,"CCAR Control, SOX Control, Automated Control, BCBS239 Control",Completeness,Organizational Culture,7,7.2,N40213,DevOps,Control applies to multiple functions within Group Functions.,"1000, 3200, 4200","UBS AG Zurich, UBS Financial Services Inc, UBS AG Singapore Branch",Control deployed across Europe Middle East Africa region.
,CTRL-8086172302,Regulatory Examination Response Control - Investment Bank,This control ensures regulatory examination response - investment bank requirements are met with proper documentation.,False,Level 2,CTRL-7665963761,Preventative,Automated,Monthly,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for regulatory examination response control - investment bank.",2022-06-05,True,2022-07-05,Active,2022-06-05,nan,nan,Last reviewed on 2025-09-14. Control operating effectively.,2025-09-14 00:00:00,N00000,All Functions,N10000,Investment Bank,N10007,Global Markets,N10100,Equities,N10110,Cash Equities,N10111,Execution Services,N10112,Electronic Trading,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C702,Singapore,4200,UBS AG Singapore Branch,James Davis,79761254,Business Manager,Thomas Thomas,52399610,nan,nan,Christopher Kumar,24305357,False,True,False,False,True,Control is SOX relevant due to impact on financial reporting for Investment Bank.,nan,Compliance Committee,Loans,Reuters,nan,Maria Schmidt,63345392,2022-05-28,Christopher Wright,nan,2025-09-14,2025-09-14,"Regulatory Control, Automated Control, Financial Reporting Control, IT General Control","Valuation, Cutoff, Accuracy, Existence","Regulatory Compliance, Market Conduct, Cyber and Information Security","5, 4, 1","5.1, 4.2, 1.2","N20113, N40213, N14963","Investment Advisory, DevOps, Deal Execution",Control applies to multiple functions within Investment Bank.,3100,UBS Securities LLC,Control deployed across Asia Pacific region.
,CTRL-7517938612,Access Rights Review Control - Group Functions,This control ensures that access rights review - group functions is performed according to established procedures.,True,Level 2,CTRL-1667779376,2nd Line Detective,IT Dependent Manual,Event Triggered,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for access rights review control - group functions.",2020-12-08,False,nan,Active,2020-12-08,nan,nan,Last reviewed on 2023-01-11. Control operating effectively.,2023-01-11 00:00:00,N00000,All Functions,N40000,Group Functions,N40100,Group Risk Control,N40110,Non-Financial Risk,N40111,Operational Risk,N40112,Risk Assessment,N40113,Control Testing,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,David Brown,33524492,Director,Matthew Smith,37072687,Jessica Weber,36138432,Oliver Moore,92569402,False,True,False,False,False,Control is SOX relevant due to impact on financial reporting for Group Functions.,nan,Risk Committee,Trading Assets,SAP,nan,Sarah Harris,57395992,2020-11-25,Patricia Taylor,19209640,2023-01-11,2023-01-11,"Manual Control, Financial Reporting Control, Automated Control","Rights and Obligations, Presentation and Disclosure, Completeness","Talent and Resource Management, Transaction Processing, Process Execution","7, 8, 8","7.1, 8.2, 8.1","N40113, N10112","Control Testing, Electronic Trading",Control applies to multiple functions within Group Functions.,"1000, 3100","UBS AG Zurich, UBS Securities LLC",Control deployed across Asia Pacific region.
,CTRL-1519709079,Blocked Transaction Review Control - Investment Bank,This control ensures that blocked transaction review - investment bank is performed according to established procedures.,True,Level 2,CTRL-1667779376,2nd Line Detective,Manual,Annually,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for blocked transaction review control - investment bank.",2021-07-10,False,nan,Active,2021-07-10,nan,nan,Last reviewed on 2024-05-27. Control operating effectively.,2024-05-27 00:00:00,N00000,All Functions,N10000,Investment Bank,N10007,Global Markets,N10100,Equities,N10120,Derivatives,N10121,Flow Derivatives,N10122,Options Trading,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,Daniel Moore,52376656,Director,John Smith,45346197,nan,nan,nan,nan,False,False,False,False,False,nan,nan,Risk Committee,Loans,Internal System,nan,Elizabeth Jones,84430642,2021-06-11,Andrew Chen,nan,2024-05-27,2024-05-27,"CCAR Control, BCBS239 Control, Application Control",nan,"Sanctions Compliance, Conduct Risk, Technology Change Management","3, 4, 1","3.3, 4.1, 1.4","N20113, N40413, N40313","Investment Advisory, Capital Calculations, Transaction Monitoring",Control applies to multiple functions within Investment Bank.,"3100, 2210","UBS Securities LLC, UBS Europe SE Frankfurt",Control deployed across Europe Middle East Africa region.
